coverage,eligible,feature_name,finite_count,fold_id,gate_reason,gate_reason_count,maximum,minimum,retained,training_row_count
0.4218289085545723,False,surface__2026_08_25__atm_curvature__ew_innovation_alpha_0p2,1144,outer_01,,,174.87151871063168,-161.43242322202184,False,2712
0.4218289085545723,False,surface__2026_09_01__theta__ew_innovation_alpha_0p2,1144,outer_01,,,1.5524383667886004e-05,-1.975261896557256e-05,False,2712
0.4218289085545723,False,surface__2026_09_01__rho__ew_innovation_alpha_0p2,1144,outer_01,,,0.16809395336205532,-0.16251239926040772,False,2712
0.4218289085545723,False,surface__2026_09_01__psi__ew_innovation_alpha_0p2,1144,outer_01,,,0.002098375743853381,-0.0014823651171830057,False,2712
0.4218289085545723,False,surface__2026_09_01__atm_iv__ew_innovation_alpha_0p2,1144,outer_01,,,0.0036710072800952565,-0.004513386224568552,False,2712
0.4218289085545723,False,surface__2026_09_01__atm_skew__ew_innovation_alpha_0p2,1144,outer_01,,,0.5495783130265092,-0.6458579497055819,False,2712
0.4218289085545723,False,surface__2026_09_01__atm_curvature__ew_innovation_alpha_0p2,1144,outer_01,,,114.92591582632951,-129.81437712746285,False,2712
0.4218289085545723,False,surface__2026_09_29__theta__ew_innovation_alpha_0p2,1144,outer_01,,,8.340354315549575e-06,-7.61145954308786e-06,False,2712
0.4218289085545723,False,surface__2026_09_29__rho__ew_innovation_alpha_0p2,1144,outer_01,,,0.022510199380204543,-0.021295115600049208,False,2712
0.4218289085545723,False,surface__2026_09_29__psi__ew_innovation_alpha_0p2,1144,outer_01,,,0.0006702371626541789,-0.0007766237454932441,False,2712
0.4218289085545723,False,surface__2026_09_29__atm_iv__ew_innovation_alpha_0p2,1144,outer_01,,,0.00042370814545115987,-0.00038643926412851304,False,2712
0.4218289085545723,False,surface__2026_09_29__atm_skew__ew_innovation_alpha_0p2,1144,outer_01,,,0.019542338486576993,-0.018463490279405192,False,2712
0.4218289085545723,False,surface__2026_09_29__atm_curvature__ew_innovation_alpha_0p2,1144,outer_01,,,1.3643809985237372,-1.5151492190224634,False,2712
0.4218289085545723,False,surface__term_2026_09_01_minus_2026_08_25__atm_iv__ew_innovation_alpha_0p2,1144,outer_01,,,0.0038936731865788585,-0.004706249130304946,False,2712
0.4218289085545723,False,surface__term_2026_09_01_minus_2026_08_25__atm_skew__ew_innovation_alpha_0p2,1144,outer_01,,,0.3811488191040766,-0.549680807065869,False,2712
