session,latency_ms,ttl_seconds,queue_model,fee_bps,signals,fills,fill_rate,mean_net_bps_per_fill,mean_net_bps_per_signal,total_net_bps,win_rate_fills,mean_adverse_1s_bps,mean_adverse_5s_bps
2026-08-27,0,5,half_displayed,0.0,142,26,0.18309859154929578,0.4349797313114218,0.07964417615561245,11.309473014096968,0.46153846153846156,0.017400492439787203,-0.037241585997434205
2026-08-27,0,5,half_displayed,0.2,142,26,0.18309859154929578,0.23497973131142175,0.04302445784575328,6.109473014096966,0.4230769230769231,0.017400492439787203,-0.037241585997434205
2026-08-27,0,5,half_displayed,0.5,142,26,0.18309859154929578,-0.0650202686885782,-0.011905119619035445,-1.6905269859030332,0.34615384615384615,0.017400492439787203,-0.037241585997434205
2026-08-27,0,5,half_displayed,1.0,142,26,0.18309859154929578,-0.5650202686885782,-0.10345441539368334,-14.690526985903034,0.3076923076923077,0.017400492439787203,-0.037241585997434205
2026-08-27,0,5,touch,0.0,142,70,0.49295774647887325,0.5219918417484195,0.2573199219886575,36.53942892238936,0.5571428571428572,0.07098627387021836,0.28101064102341644
2026-08-27,0,5,touch,0.2,142,70,0.49295774647887325,0.3219918417484194,0.1587283726928828,22.53942892238936,0.5142857142857142,0.07098627387021836,0.28101064102341644
2026-08-27,0,5,touch,0.5,142,70,0.49295774647887325,0.02199184174841945,0.010841048749220854,1.5394289223893614,0.4,0.07098627387021836,0.28101064102341644
2026-08-27,0,5,touch,1.0,142,70,0.49295774647887325,-0.47800815825158055,-0.23563782449021575,-33.46057107761064,0.2571428571428571,0.07098627387021836,0.28101064102341644
2026-08-27,250,1,full_displayed,0.0,142,3,0.02112676056338028,1.1108589540622937,0.023468851142161132,3.332576862186881,1.0,0.1373553722904959,0.1784430362868299
2026-08-27,250,1,full_displayed,0.2,142,3,0.02112676056338028,0.9108589540622937,0.01924349902948508,2.732576862186881,1.0,0.1373553722904959,0.1784430362868299
2026-08-27,250,1,full_displayed,0.5,142,3,0.02112676056338028,0.6108589540622936,0.012905470860470994,1.832576862186881,0.6666666666666666,0.1373553722904959,0.1784430362868299
2026-08-27,250,1,full_displayed,1.0,142,3,0.02112676056338028,0.11085895406229367,0.002342090578780852,0.332576862186881,0.3333333333333333,0.1373553722904959,0.1784430362868299
2026-08-27,250,1,half_displayed,0.0,142,3,0.02112676056338028,1.1108589540622937,0.023468851142161132,3.332576862186881,1.0,0.1373553722904959,0.1784430362868299
2026-08-27,250,1,half_displayed,0.2,142,3,0.02112676056338028,0.9108589540622937,0.01924349902948508,2.732576862186881,1.0,0.1373553722904959,0.1784430362868299
2026-08-27,250,1,half_displayed,0.5,142,3,0.02112676056338028,0.6108589540622936,0.012905470860470994,1.832576862186881,0.6666666666666666,0.1373553722904959,0.1784430362868299
2026-08-27,250,1,half_displayed,1.0,142,3,0.02112676056338028,0.11085895406229367,0.002342090578780852,0.332576862186881,0.3333333333333333,0.1373553722904959,0.1784430362868299
2026-08-27,250,1,touch,0.0,142,15,0.1056338028169014,0.548223813725361,0.05791096623859447,8.223357205880415,0.6666666666666666,0.19435894087238784,0.6159300907492455
2026-08-27,250,1,touch,0.2,142,15,0.1056338028169014,0.34822381372536104,0.0367842056752142,5.223357205880416,0.6666666666666666,0.19435894087238784,0.6159300907492455
2026-08-27,250,1,touch,0.5,142,15,0.1056338028169014,0.048223813725361026,0.00509406483014377,0.7233572058804154,0.4666666666666667,0.19435894087238784,0.6159300907492455
2026-08-27,250,1,touch,1.0,142,15,0.1056338028169014,-0.451776186274639,-0.047722836578306935,-6.776642794119585,0.26666666666666666,0.19435894087238784,0.6159300907492455
2026-08-27,250,5,full_displayed,0.0,142,25,0.176056338028169,0.44422276094699625,0.07820823256109088,11.105569023674907,0.44,0.03950285640883309,-0.009915362311677035
2026-08-27,250,5,full_displayed,0.2,142,25,0.176056338028169,0.2442227609469962,0.04299696495545707,6.105569023674905,0.44,0.03950285640883309,-0.009915362311677035
